amount,transaction_hour,merchant_type,location,account_age,is_fraud
253.4845166229189,21,Retail,Local,161,0
184.0643861080567,2,Retail,Domestic,1319,0
195.84943631819985,20,Retail,Local,624,0
221.282178906527,6,Dining,International,23,0
11.539389827069453,1,Groceries,Local,1294,0
66.58390086243487,0,Crypto,Local,2524,0
18.472515690667446,6,Groceries,Local,2005,0
298.2794357487334,19,Electronics,Domestic,2813,0
146.4451787568561,10,Dining,Local,1964,0
60.272820187695146,22,Retail,Local,1317,0
9.850209870717434,5,Groceries,Local,1612,0
55.87325256155306,22,Groceries,Local,499,0
58.9971319776197,3,Dining,Domestic,1701,1
196.18136759366112,18,Online Subscription,Local,487,0
152.233403838903,20,Groceries,Domestic,3484,0
327.3377868602272,18,Retail,Domestic,379,0
95.85992000644647,13,Groceries,International,775,1
19.105859042325285,2,Dining,Domestic,1645,0
187.36895164748992,3,Electronics,Local,889,0
214.55891296152961,7,Travel,Local,692,0
123.58312423287433,17,Retail,International,2560,0
221.08349500820466,3,Groceries,Domestic,3237,0
102.12220972654168,10,Groceries,Local,14,0
110.95182581659006,15,Crypto,International,3563,0
83.6721290862641,2,Groceries,Domestic,2292,0
3.862166098517059,6,Online Subscription,International,3507,0
17.125115278779877,1,Dining,Domestic,1847,0
4.790052193958074,0,Crypto,Domestic,3641,0
151.75943263913243,0,Dining,Domestic,3076,0
56.60950631926497,5,Dining,Local,2262,0
106.56557657012851,18,Retail,International,2097,0
357.1898294768963,6,Crypto,Local,1105,1
43.01082344749475,23,Crypto,Local,1571,0
79.24229623240089,4,Online Subscription,Domestic,878,0
211.3123721307875,20,Online Subscription,Domestic,181,0
38.970773537609105,17,Retail,Domestic,672,0
12.015641782526455,23,Online Subscription,Local,870,0
51.32104558305856,12,Travel,Local,3449,0
26.37125377500943,0,Dining,Local,3551,0
398.2425128820937,9,Retail,Local,217,0
247.63306207268542,8,Retail,Domestic,1290,0
150.52412857807965,16,Retail,Local,2811,0
307.72795957812195,0,Travel,Local,625,0
244.19534111108345,0,Dining,Local,2238,0
30.97432145379586,6,Groceries,Domestic,2050,0
334.62201078533417,3,Dining,Local,1599,1
116.2649852949258,22,Groceries,Domestic,3547,0
247.10224369553492,20,Dining,Local,460,0
339.63639739293467,11,Electronics,Local,632,0
57.40960746274777,15,Retail,Domestic,757,0
17.488824018577624,13,Travel,Local,3472,0
38.8030119209072,22,Groceries,Local,2832,0
83.55865391229216,9,Electronics,Domestic,131,0
255.57445899584175,13,Retail,Domestic,3289,0
295.701745781975,6,Groceries,Domestic,530,0
1.046461377247597,3,Retail,Domestic,1255,0
107.23142390078337,1,Crypto,Local,1834,1
81.0409981378007,23,Groceries,Local,232,0
37.675100741373676,17,Retail,Local,2464,0
19.15205873184702,15,Electronics,International,1148,0
61.78628697936487,8,Groceries,International,562,0
429.46816840367245,4,Retail,Local,177,1
58.55757043222116,8,Dining,Local,3587,0
109.71792086402279,7,Dining,Local,1096,0
182.11304653212824,23,Retail,Domestic,3444,0
67.79617484504435,19,Groceries,Local,2173,0
535.169720743755,15,Online Subscription,Domestic,2431,0
492.3014796812097,19,Groceries,International,3077,0
43.509194248830795,17,Dining,International,2233,0
103.14889176957708,3,Retail,Local,84,0
53.68956901185702,15,Dining,International,2988,0
50.287451457162256,3,Dining,Domestic,665,0
5.63767166482838,5,Online Subscription,Local,2758,0
141.07381064738897,2,Electronics,Local,2780,1
104.77794492444578,17,Travel,Domestic,1047,0
7.927663107058872,14,Retail,International,984,0
48.9938881515554,7,Travel,Local,906,0
358.32914266340106,17,Electronics,Local,2698,0
41.07908282131156,23,Dining,Local,3233,0
23.479629147820464,22,Groceries,International,3145,0
100.84081642104543,2,Groceries,International,1938,1
636.6055473922889,5,Dining,Local,1731,1
41.57172203395893,21,Electronics,Local,1121,0
167.27325154459402,20,Retail,International,1610,0
215.08314393591942,23,Retail,Domestic,539,0
40.69997585037087,14,Groceries,International,2211,0
195.41233927384744,11,Groceries,Domestic,2110,0
68.7784198896456,4,Dining,Local,402,1
150.0755621597657,6,Crypto,Domestic,263,0
150.57567407064573,21,Dining,Local,199,0
115.10778749285232,14,Travel,Domestic,1238,0
14.194373821743143,6,Groceries,Domestic,2826,0
270.54671913694455,12,Retail,International,1532,0
58.02154405010949,2,Retail,International,27,1
30.96481599113348,22,Travel,Local,1005,0
6.244463969151781,12,Groceries,Local,972,0
134.06676068918753,2,Groceries,Local,1219,1
169.77776014010232,1,Groceries,Domestic,1463,0
2.509042133770593,22,Electronics,Domestic,2864,0
107.64458768242325,3,Groceries,International,2371,1
38.523622058243646,16,Groceries,Domestic,345,0
155.4186512321538,5,Retail,Local,2887,0
28.740633380870065,10,Retail,Local,1634,0
176.13187913515787,5,Online Subscription,Local,1226,0
73.34380514716527,21,Electronics,Domestic,3523,0
414.05157267064607,1,Retail,International,760,0
22.19166201589184,16,Electronics,Local,1372,0
62.56986509927576,2,Online Subscription,Domestic,2059,0
18.066642755549463,11,Groceries,Local,435,0
387.92855957260855,13,Electronics,Local,3104,0
314.7500560741491,1,Retail,Local,840,0
44.749105509223334,21,Dining,Local,2196,0
161.8144108565872,21,Retail,International,1918,0
254.9226108958832,4,Dining,Local,2317,0
121.51985410297621,9,Groceries,Local,2763,0
113.14191152909191,9,Online Subscription,Domestic,3170,0
41.53155681568547,20,Online Subscription,DarkWeb,236,0
14.658921071241108,8,Online Subscription,Domestic,643,1
341.26848377917844,20,Groceries,Local,911,0
346.016164147264,12,Crypto,Local,2812,0
150.40048792243272,9,Groceries,Local,2300,0
62.10697647169859,5,Dining,Local,2616,0
64.4351423717466,10,Groceries,International,892,1
194.1698144590677,3,Groceries,Local,761,0
341.11460236608787,13,Dining,Local,1226,0
327.169885409492,16,Retail,Domestic,2297,0
227.03432878963548,19,Travel,Domestic,814,0
154.09660403515574,1,Crypto,Local,2421,1
13.183758929412608,9,Online Subscription,Local,176,0
26.444132202511724,2,Dining,Local,3177,0
343.23457502662586,6,Online Subscription,Local,3317,0
139.87409204483842,6,Online Subscription,Local,1249,0
1.3859408416491614,0,Dining,Local,865,0
16.0495352153924,7,Online Subscription,Local,1687,0
163.37435809353613,22,Dining,Local,2487,0
0.7611655577695504,0,Dining,Local,1335,0
26.29737241562986,7,Retail,International,3581,0
119.35467692083975,13,Retail,Local,2102,0
176.5972929982219,13,Online Subscription,Domestic,3453,0
158.3162223202873,1,Dining,Local,2369,0
38.09248009620367,7,Retail,Domestic,1243,0
186.81259333478084,18,Electronics,Local,2867,0
40.623563857920885,9,Crypto,Local,928,0
59.045236337712666,6,Groceries,Domestic,1493,0
205.8536327498686,12,Groceries,Domestic,2796,0
157.3160721454152,21,Retail,DarkWeb,2944,0
283.79341161951015,20,Dining,Domestic,404,0
160.77199322546437,14,Groceries,Local,347,0
126.00664583808862,10,Dining,Local,2724,0
14.753559217261573,13,Online Subscription,Local,489,0
68.762446081053,10,Online Subscription,Local,2848,0
46.224022178824676,1,Dining,Domestic,2407,0
41.95503054936319,1,Dining,Local,1081,0
541.8464109244388,11,Retail,International,3613,0
74.90812455600357,14,Groceries,Local,2990,0
333.9082816872784,16,Retail,Local,1111,0
149.60015786047248,13,Groceries,Local,2426,0
237.57378790325998,15,Dining,Local,931,0
104.76529865831556,7,Dining,Domestic,2127,0
129.02338539623776,23,Retail,DarkWeb,1387,0
101.74401500125401,16,Retail,Local,970,0
32.58223429878577,4,Dining,Domestic,308,0
192.26427045987057,11,Groceries,Domestic,1935,0
49.436605254939444,5,Groceries,International,3161,0
3.692472162103292,17,Retail,Local,977,0
155.54531794429107,4,Groceries,Local,691,0
29.240035533723404,5,Groceries,Local,3359,0
423.1624720909955,8,Retail,Local,2271,0
461.63436191820347,14,Online Subscription,Local,2704,0
369.5264826950762,9,Dining,Local,164,0
69.34310947460501,16,Dining,Domestic,1319,0
2.3365973057916576,18,Electronics,Local,651,0
395.3285185997835,11,Electronics,Domestic,2010,1
83.84074155795919,8,Dining,Domestic,2360,0
510.1263024183084,14,Online Subscription,Domestic,3546,0
497.0603214195308,13,Retail,Local,2218,0
287.6080525769128,0,Crypto,Local,2095,0
52.31641022582404,16,Dining,Local,6,0
72.94378981480403,0,Online Subscription,Local,1571,0
285.708997871712,22,Online Subscription,Domestic,904,0
57.17193471460756,20,Dining,Local,3143,0
27.857792444363216,21,Online Subscription,Local,3365,0
122.06054880903416,12,Groceries,Local,1202,0
412.69402062105627,7,Groceries,Local,1147,0
178.62383966369057,12,Dining,International,757,0
126.61685046534834,15,Electronics,DarkWeb,912,1
15.334229602398432,1,Retail,Local,2569,1
143.17960732765766,12,Retail,Local,843,0
691.5854621769475,17,Retail,International,1852,0
22.638087996339625,2,Groceries,International,563,0
109.57429874722555,12,Dining,Domestic,1838,0
314.79129568511917,18,Online Subscription,Local,2375,0
202.5051372530505,12,Crypto,Local,1932,0
179.11116379525097,18,Groceries,Local,3648,0
181.8431334336735,3,Dining,Domestic,2931,0
66.82385134724237,18,Groceries,Domestic,2792,0
52.13431264006427,17,Groceries,Local,3605,0
248.60617608895686,5,Dining,Local,1029,1
249.1992298630543,18,Retail,Domestic,3078,0
302.69250710518725,3,Groceries,Domestic,43,1
366.6923942754955,3,Groceries,Domestic,3354,0
107.41398553993555,23,Online Subscription,Domestic,2909,0
104.42765663267988,6,Crypto,Local,1590,0
240.14248984627312,6,Dining,Local,2944,0
157.45786123317004,22,Retail,Domestic,2179,0
181.58259727672754,15,Groceries,Domestic,1239,0
238.29292124313073,15,Electronics,Local,3097,0
331.09852145201506,4,Retail,Local,908,0
61.87236107064813,14,Online Subscription,Domestic,577,0
70.64051830913345,22,Groceries,Local,260,0
14.804405878104083,3,Retail,Local,2484,0
129.5121039914152,23,Retail,Domestic,2431,0
5.4906156316285495,12,Groceries,Domestic,2758,0
93.99104222731644,18,Groceries,Domestic,1442,0
117.34418785306889,6,Retail,Local,1499,0
50.644599047178374,11,Online Subscription,Local,1133,0
134.0448795219263,8,Groceries,Local,528,0
4.646259315221182,16,Retail,Domestic,2763,0
5.709524892418408,1,Groceries,Domestic,1678,0
259.4027054307204,15,Groceries,Local,870,0
66.98775363116171,6,Retail,Local,2032,0
20.383356194614198,17,Dining,Local,586,0
110.79803824185234,6,Dining,Local,1589,0
220.44719106686028,0,Dining,Local,1142,0
36.46770051448551,2,Retail,Domestic,3258,0
146.28294279847393,20,Dining,Domestic,575,0
13.381654348484593,10,Crypto,Domestic,141,0
7.959764386546411,21,Dining,Domestic,3373,0
113.68634109382815,14,Online Subscription,Local,3298,0
116.68656640421133,2,Groceries,International,2273,0
152.18061723069238,23,Retail,Local,1207,0
194.24408443750264,12,Retail,Local,2209,0
558.5335513049989,3,Dining,Local,1086,0
108.94366788455343,22,Dining,Local,2983,0
58.50295711589682,21,Groceries,Local,397,0
237.84809695990293,7,Groceries,Local,1865,0
47.37771981542059,21,Groceries,Local,1421,0
86.69751469099519,3,Online Subscription,Domestic,2064,1
12.255775287550485,17,Online Subscription,Local,2277,0
3.851641431221157,6,Groceries,Local,438,0
493.1069884902903,10,Dining,International,2462,0
271.16514631725937,3,Groceries,Domestic,2983,0
178.59640991990125,12,Groceries,Local,2657,0
78.87894666977128,8,Online Subscription,Local,3432,1
28.54598042131631,8,Retail,Domestic,1856,0
25.51811123592812,22,Groceries,Local,2886,0
43.20089836898754,20,Groceries,Local,652,0
119.51859724699719,18,Online Subscription,Local,2178,0
188.07739316651637,2,Groceries,Domestic,2977,1
161.90855245451976,11,Dining,Local,655,0
49.261839208349386,10,Retail,Local,849,0
464.71552478344597,19,Retail,Local,2740,0
200.85261073128396,10,Dining,Domestic,1187,0
121.2345722896997,16,Travel,Domestic,3423,0
141.90457080561526,20,Groceries,Domestic,478,0
81.6056798298077,13,Online Subscription,Local,1659,0
42.699193841109526,15,Groceries,International,1062,1
66.00211939846686,23,Retail,Local,976,0
212.72727716350698,9,Travel,Local,3370,0
2.1747119581206413,3,Dining,International,3304,0
18.507058835996407,9,Online Subscription,International,2897,0
7.064156542878079,19,Online Subscription,Domestic,1788,0
6.237217787593864,11,Groceries,International,519,0
290.1304550423488,8,Online Subscription,Local,3640,0
182.43609175510323,14,Electronics,Local,2949,0
96.41768916193385,8,Retail,Local,1192,0
15.443537767171987,6,Groceries,Local,65,0
101.47769486958498,23,Groceries,Domestic,3266,0
96.21754981415567,11,Groceries,Local,2500,0
28.529206920033747,19,Groceries,Domestic,853,0
85.33486969534857,23,Retail,Local,170,0
76.25049218748103,13,Groceries,Local,738,0
143.50836493697017,21,Groceries,Local,2279,0
151.2171804061368,15,Dining,International,962,0
6.954348603080209,18,Dining,Domestic,3353,0
70.40760069825923,22,Retail,Domestic,6,0
147.46874921740928,2,Online Subscription,Domestic,264,0
104.91591789116846,10,Groceries,Domestic,931,0
291.2024179763158,22,Groceries,International,53,0
161.24621460824966,20,Groceries,Local,2067,0
26.6779303150961,19,Dining,Local,2313,0
10.977365438436125,18,Groceries,Local,3233,0
154.25912206633367,7,Online Subscription,International,2854,0
4.030360900109164,19,Groceries,International,2208,1
132.2021066710936,7,Electronics,Domestic,3095,0
422.58831830807276,2,Dining,Local,3234,0
128.51736683663168,9,Dining,Local,3415,0
73.69510383358609,12,Online Subscription,Local,2990,0
154.6240736767473,8,Online Subscription,Local,3488,0
91.94339610766369,5,Retail,Local,2433,0
118.32215408644802,14,Electronics,Local,3079,0
425.71907193494985,15,Dining,DarkWeb,875,0
73.18912910252807,4,Online Subscription,Local,2928,0
487.3637792260131,20,Dining,International,2584,0
353.63642756548785,12,Online Subscription,Domestic,2178,0
32.6844391410675,18,Groceries,Local,1280,0
10.782623295473552,1,Groceries,Local,250,0
15.933800322244531,5,Retail,DarkWeb,2962,1
2.7584831770850555,0,Groceries,Domestic,3411,0
14.88075174836312,14,Groceries,Local,618,0
172.33123088657507,14,Dining,Local,2404,0
11.077444041964053,13,Retail,Domestic,2360,0
57.62357824423027,6,Travel,Local,1507,0
279.52890601459154,4,Retail,Local,2080,0
3.5320504771067265,19,Online Subscription,Domestic,2886,0
252.67957592789378,15,Retail,Domestic,93,0
49.66252002594442,16,Groceries,Local,3594,0
18.862517974366146,10,Groceries,International,891,0
178.973311265987,14,Retail,Domestic,1960,0
148.70987646498304,19,Dining,Domestic,34,0
314.912372113042,15,Groceries,Local,852,0
199.24403681466006,2,Dining,Local,3361,0
244.04937089909674,5,Retail,Local,3019,0
49.70007934601078,20,Dining,Local,1368,0
29.299994406067047,22,Online Subscription,International,609,0
208.3134594008137,12,Online Subscription,International,508,0
246.63137748651295,0,Online Subscription,Domestic,2361,1
698.5507335210345,20,Crypto,Local,944,1
79.81190312289075,13,Groceries,Domestic,1228,0
69.7865867942599,1,Retail,Local,3294,0
224.69317550153806,1,Travel,Local,32,0
62.51005063961297,14,Retail,Local,637,0
400.52068865989895,17,Online Subscription,Local,620,0
293.2258735749374,8,Dining,Local,723,0
84.05334141632395,2,Retail,Local,3501,0
208.46770747431916,3,Groceries,Local,1000,0
210.69494802825258,14,Crypto,Domestic,2,0
16.325627821007703,4,Online Subscription,Local,3579,0
349.2668521301448,19,Travel,Domestic,1011,0
105.55612346351315,19,Retail,Local,1486,0
262.6998836284995,4,Groceries,Local,1207,0
57.86031392467624,9,Groceries,Domestic,3131,0
338.81857718188894,15,Travel,Local,1313,0
73.94826810902569,11,Dining,Local,2144,0
1.6345209922763217,13,Groceries,Domestic,2553,0
353.6860945443681,21,Retail,Local,1786,0
14.358841582271289,10,Dining,Domestic,211,0
57.69804500775583,18,Retail,Local,1988,0
449.54585747824285,5,Dining,Local,1482,0
451.1924310155984,9,Retail,Domestic,3643,0
127.79959365828957,19,Travel,Local,783,0
149.8845120585787,2,Groceries,Local,3041,1
89.25219954342865,21,Dining,Local,3101,0
52.05341681192955,14,Dining,Local,3275,0
59.77295018255846,10,Crypto,Domestic,112,0
167.44853698927594,21,Dining,Domestic,1389,0
209.37568104946158,1,Dining,Domestic,2024,0
235.2293124331723,23,Retail,Local,1147,0
233.82465477731125,5,Dining,Domestic,303,0
14.345541981047916,16,Crypto,Local,697,0
102.30743948600339,17,Travel,Domestic,3642,0
8.89225596731067,3,Retail,Domestic,861,0
119.61919735430894,22,Retail,Local,255,0
87.38329124809253,8,Groceries,International,1253,0
327.99279963312017,9,Retail,Domestic,1365,0
64.82874292018276,20,Online Subscription,Domestic,2975,0
18.67589663286763,1,Dining,Domestic,1589,0
23.146148181317905,10,Groceries,Domestic,342,0
215.01458206186408,10,Electronics,DarkWeb,2804,0
144.43585196220525,10,Dining,Domestic,3410,0
15.991306836807816,0,Retail,Local,258,0
13.178328250290763,13,Groceries,Domestic,3132,0
181.08127074796496,0,Dining,Local,982,0
11.331913428869571,20,Online Subscription,International,2277,0
258.7778780712872,22,Dining,International,1364,0
183.74996296950076,8,Retail,Local,432,0
12.727312587046809,23,Groceries,Domestic,118,0
13.298080166671003,0,Dining,International,1981,0
647.3187843087138,20,Electronics,Local,2948,0
70.32563738284344,21,Retail,Local,2074,0
69.45828907129687,21,Electronics,Local,340,1
251.33631049240157,3,Electronics,Domestic,2219,0
441.3246806944866,0,Electronics,Local,1277,0
640.3160909402976,18,Travel,Domestic,532,0
209.98488451745126,9,Groceries,Local,349,0
70.80314994286884,14,Electronics,Local,3376,0
13.07909905469359,19,Groceries,Local,2425,0
225.18638106819384,3,Groceries,Local,3423,0
122.60406113422394,19,Groceries,Local,1597,0
82.80496879574606,13,Dining,Local,151,0
355.2356513217136,4,Retail,Domestic,1772,1
17.682031195782038,14,Dining,Local,829,0
101.77576640594314,14,Groceries,Domestic,2278,0
1.7127884148812504,15,Dining,Local,2384,0
94.85315543743893,15,Dining,Local,275,0
8.692564659888866,3,Online Subscription,Local,715,0
18.973649389675682,8,Groceries,Domestic,1228,0
18.75393480111844,0,Groceries,Local,1252,0
157.13525796104574,4,Groceries,Local,3341,0
205.58965763947091,8,Dining,DarkWeb,2946,0
131.33306658043028,19,Retail,Domestic,3251,0
491.20803136535653,4,Dining,Local,257,0
70.46948668804008,3,Dining,Domestic,681,0
50.47037361308381,15,Dining,Domestic,3587,0
304.42538072553447,1,Dining,Domestic,1032,0
37.962310159778006,15,Crypto,Local,2384,0
495.4305159377866,17,Groceries,Local,1643,0
1.834341653845396,1,Online Subscription,Domestic,3112,0
525.3790384319223,15,Online Subscription,Local,2983,0
6.617849792775284,0,Groceries,International,980,1
332.65818437400134,15,Crypto,Local,3503,0
112.52148755240854,2,Online Subscription,Local,2935,0
743.524291188905,14,Retail,International,1724,0
11.49920639316824,10,Dining,Local,1800,0
121.06644956000233,9,Retail,Local,2378,0
522.5362831884008,16,Groceries,Domestic,243,0
111.0665899771566,3,Groceries,Local,2213,0
148.8942435571781,16,Online Subscription,Domestic,959,0
178.48518571751612,3,Travel,Local,480,0
90.91916335154264,18,Groceries,Local,2331,0
148.1511259512033,0,Online Subscription,Local,1119,0
131.67387927086335,13,Online Subscription,Domestic,3203,0
347.1349154223971,23,Groceries,Local,935,0
6.976719261522146,10,Dining,Local,774,0
49.47640888481377,6,Dining,Domestic,209,0
450.5994008791397,16,Online Subscription,International,1546,0
331.4513742680229,3,Online Subscription,Domestic,3613,0
91.226289293943,9,Groceries,Local,2626,0
145.1899543108466,16,Retail,Local,481,0
48.73101298426952,3,Online Subscription,Domestic,3596,1
31.260624215409674,18,Online Subscription,Domestic,1549,0
93.45878982061481,17,Groceries,Domestic,1004,0
65.39303019251001,16,Retail,International,364,1
131.43655590099647,5,Travel,Domestic,2471,0
12.138342664977719,6,Dining,Local,1959,0
549.7440183783851,5,Dining,Domestic,1638,0
642.5798363328807,11,Online Subscription,Domestic,2261,0
179.67958228691842,8,Groceries,Domestic,1193,0
115.21176516181349,17,Travel,International,1232,1
55.556895233154,1,Dining,Local,2018,0
252.1360751231995,16,Groceries,Domestic,1883,0
173.14943754732235,20,Groceries,Local,1451,0
26.621048115073258,0,Groceries,Local,1598,0
362.74516379986915,22,Groceries,Local,2947,0
259.3491767050907,8,Retail,International,521,0
448.7607787550154,5,Groceries,International,940,0
194.04060062942014,1,Electronics,Domestic,1698,0
142.56060293870593,5,Retail,Local,19,0
81.255375988967,8,Dining,Local,1510,0
404.8527542320677,2,Dining,Domestic,1882,0
301.558857007038,15,Retail,Local,3159,0
6.940940797968418,23,Dining,Local,530,0
4.0081225299767045,14,Groceries,Domestic,2285,0
70.85216423748943,11,Travel,Local,3246,0
249.54715844941293,22,Dining,Local,2152,0
654.6413202330251,7,Groceries,Local,937,0
24.451426490171954,5,Retail,International,237,0
135.25861953236037,2,Retail,Domestic,1662,0
71.92105496371441,22,Groceries,International,2609,1
525.5562831563943,3,Online Subscription,Domestic,3174,0
276.8869811150452,9,Retail,Local,1972,0
273.3285069704786,13,Retail,International,1195,0
94.86233567096603,20,Dining,Local,3210,0
80.37524044910235,23,Crypto,Local,597,1
47.908333822509185,14,Groceries,Local,2086,0
8.704044576725432,6,Retail,Domestic,943,0
300.0639210004965,6,Dining,International,391,0
251.41761588748844,7,Online Subscription,Local,2809,0
1225.8668396727123,9,Groceries,Local,1844,0
854.23101011165,18,Groceries,Domestic,617,0
121.5977388962091,18,Online Subscription,Local,2465,0
219.79246353093913,1,Dining,Domestic,985,0
434.4257524311654,14,Dining,Local,1048,0
284.21580220638685,0,Retail,Local,3504,0
42.62286668717198,9,Online Subscription,Local,1311,0
89.82402410997967,5,Groceries,Local,3154,0
20.7444516469633,21,Groceries,Domestic,1279,0
462.0335679662563,12,Crypto,International,1559,0
139.77715538829273,9,Retail,Local,2375,0
38.94055881277256,11,Dining,Domestic,3570,0
167.07443087598753,23,Online Subscription,Domestic,2632,0
144.40056521146076,5,Retail,Local,630,0
66.5130693445659,5,Groceries,Local,399,0
18.08086820977039,0,Groceries,Domestic,3622,0
167.01619252786531,11,Dining,Local,156,0
110.19156362790567,22,Travel,Local,1883,0
221.97106214407725,22,Groceries,DarkWeb,1151,0
110.14647906352727,9,Groceries,Domestic,277,0
286.7655166962726,13,Travel,Local,3052,0
120.41311785322313,14,Groceries,Local,3099,0
123.46718714702207,22,Retail,Local,2991,0
313.9137964844657,23,Groceries,Local,3640,0
77.49709709821755,3,Retail,Local,637,0
21.583193308544843,0,Dining,Local,874,0
4.380753214814202,7,Groceries,Local,910,0
211.05861789938785,2,Retail,Domestic,21,0
145.25984505910193,13,Retail,Local,1550,0
182.64980216968146,16,Retail,Local,1265,0
35.92222402401652,1,Retail,Local,2155,0
21.991882684241798,14,Retail,Local,716,0
2.1977214398503175,5,Retail,Local,540,0
64.75308922726039,4,Retail,Local,1245,0
133.70960634974168,13,Retail,Local,2981,0
74.6972801341726,18,Retail,Local,1638,0
86.29793442426468,8,Retail,Domestic,2115,0
351.75922844721623,7,Groceries,Local,2684,0
64.21539216376675,2,Groceries,Local,1825,0
108.22875421084817,17,Groceries,Local,242,0
229.63076065795525,7,Electronics,International,3054,1
75.76201969487695,15,Online Subscription,International,3596,0
145.9635713029628,14,Retail,Local,396,0
297.471096552646,20,Groceries,Local,1227,0
447.92856230620015,14,Groceries,Local,220,0
23.862281897225397,15,Travel,Local,2739,0
391.7494144563118,0,Travel,Local,419,0
101.62541714932959,9,Groceries,Local,3298,0
44.810318152709364,18,Online Subscription,Local,1238,0
92.18804510560463,4,Dining,Local,2407,0
587.0479646370887,17,Dining,Local,501,0
101.77369390010396,2,Online Subscription,International,3543,0
59.79240481507497,3,Retail,Local,1043,0
150.52294109364894,3,Online Subscription,Domestic,3423,0
41.19427015734044,10,Groceries,Local,3387,0
11.834295746435256,8,Dining,Local,2829,0
20.69628295686238,0,Dining,Domestic,787,0
20.55276361005107,15,Dining,Local,676,0
24.713985233500946,8,Retail,Local,2262,0
22.419009910127482,10,Groceries,Local,2540,0
153.61260766137096,5,Dining,Local,222,0
30.111953555172242,16,Dining,Local,1924,1
63.620897369220785,11,Online Subscription,Local,2317,0
340.64611876925363,21,Retail,Local,1108,0
96.35717124698905,7,Retail,Local,743,0
165.19336254785708,15,Groceries,Local,1926,0
28.369277566982472,4,Dining,Local,2092,0
32.03264714926426,20,Groceries,Domestic,1612,0
6.259081907634796,0,Groceries,Local,976,0
27.757101609837132,16,Groceries,Domestic,161,0
48.982217794671826,23,Groceries,International,748,0
29.22177262246619,20,Retail,Local,1401,0
13.932886179055135,7,Crypto,Local,308,0
19.28343202400288,9,Groceries,Local,1895,0
92.64440150480686,17,Online Subscription,Local,117,0
